w0,w1,w2,n,p
men,at,new,1,1.931807205640877e-05
men,before,i,1,1.931807205640877e-05
men,carrying,were,1,1.931807205640877e-05
men,didntat,least,1,1.931807205640877e-05
men,each,one,1,1.931807205640877e-05
men,had,already,1,1.931807205640877e-05
men,in,and,1,1.931807205640877e-05
men,in,blazers,1,1.931807205640877e-05
men,in,dress,1,1.931807205640877e-05
men,in,intelligence,1,1.931807205640877e-05
men,in,town,1,1.931807205640877e-05
men,later,<s>,1,1.931807205640877e-05
men,nodded,in,1,1.931807205640877e-05
men,or,at,1,1.931807205640877e-05
men,pushing,<s>,1,1.931807205640877e-05
men,said,to,1,1.931807205640877e-05
men,sheepishly,<s>,1,1.931807205640877e-05
men,some,of,1,1.931807205640877e-05
men,standing,closest,1,1.931807205640877e-05
men,stood,there,1,1.931807205640877e-05
men,swarm,up,1,1.931807205640877e-05
men,think,you,1,1.931807205640877e-05
men,to,know,1,1.931807205640877e-05
men,turn,in,1,1.931807205640877e-05
men,was,<s>,1,1.931807205640877e-05
men,were,with,1,1.931807205640877e-05
men,who,had,1,1.931807205640877e-05
men,who,move,1,1.931807205640877e-05
men,who,reach,1,1.931807205640877e-05
men,with,sixteen,1,1.931807205640877e-05
menacing,road,of,1,1.931807205640877e-05
menagerie,<s>,<s>,1,1.931807205640877e-05
mendelssohns,<s>,<s>,1,1.931807205640877e-05
mens,arms,even,1,1.931807205640877e-05
mens,shoulders,in,1,1.931807205640877e-05
mention,daisys,name,1,1.931807205640877e-05
mention,it,,1,1.931807205640877e-05
mention,my,name,1,1.931807205640877e-05
mentioned,again,<s>,1,1.931807205640877e-05
mentioned,at,<s>,1,1.931807205640877e-05
mentioned,gatsby,<s>,1,1.931807205640877e-05
mentioned,him,at,1,1.931807205640877e-05
merely,casual,events,1,1.931807205640877e-05
merely,grown,used,1,1.931807205640877e-05
merely,happened,the,1,1.931807205640877e-05
merely,the,stars,1,1.931807205640877e-05
meretricious,beauty,<s>,1,1.931807205640877e-05
merton,college,<s>,1,1.931807205640877e-05
mess,they,had,1,1.931807205640877e-05
message,arrived,but,1,1.931807205640877e-05
message,or,a,1,1.931807205640877e-05
met,again,two,1,1.931807205640877e-05
met,and,they,1,1.931807205640877e-05
met,another,bad,2,3.863614411281754e-05
met,before,,1,1.931807205640877e-05
met,chester,hed,1,1.931807205640877e-05
met,daisy,<s>,1,1.931807205640877e-05
met,for,many,1,1.931807205640877e-05
met,gatsby,<s>,1,1.931807205640877e-05
met,gatsby,at,1,1.931807205640877e-05
met,her,somewhere,1,1.931807205640877e-05
met,him,,1,1.931807205640877e-05
met,him,on,1,1.931807205640877e-05
met,him,she,1,1.931807205640877e-05
met,so,many,1,1.931807205640877e-05
met,somebody,just,1,1.931807205640877e-05
met,somewhere,before,1,1.931807205640877e-05
met,tom,buchanans,1,1.931807205640877e-05
met,you,at,1,1.931807205640877e-05
met,you,here,1,1.931807205640877e-05
metal,<s>,<s>,1,1.931807205640877e-05
metal,since,seventy,1,1.931807205640877e-05
metal,slung,on,1,1.931807205640877e-05
metallic,cloth,and,1,1.931807205640877e-05
metallic,urgency,out,1,1.931807205640877e-05
metropole,,brooded,1,1.931807205640877e-05
metropole,<s>,<s>,1,1.931807205640877e-05
metropole,began,to,1,1.931807205640877e-05
metropolitan,twilight,i,1,1.931807205640877e-05
mexico,,snorted,1,1.931807205640877e-05
meyer,,said,1,1.931807205640877e-05
meyer,<s>,<s>,1,1.931807205640877e-05
meyer,wolfshiem,<s>,2,3.863614411281754e-05
meyer,wolfshiem,stood,1,1.931807205640877e-05
meyer,wolfshiems,name,1,1.931807205640877e-05
meyer,wolfshiemthat,much,1,1.931807205640877e-05
michaelis,,<s>,1,1.931807205640877e-05
michaelis,<s>,<s>,2,3.863614411281754e-05
michaelis,advised,him,1,1.931807205640877e-05
michaelis,and,this,1,1.931807205640877e-05
michaelis,assured,him,1,1.931807205640877e-05
michaelis,didnt,see,1,1.931807205640877e-05
michaelis,had,seen,1,1.931807205640877e-05
michaelis,had,to,1,1.931807205640877e-05
michaelis,heard,a,1,1.931807205640877e-05
michaelis,made,a,1,1.931807205640877e-05
michaelis,one,comin,1,1.931807205640877e-05
michaelis,opened,the,1,1.931807205640877e-05
michaelis,saw,with,1,1.931807205640877e-05
michaelis,stood,twisting,1,1.931807205640877e-05
michaelis,tried,to,1,1.931807205640877e-05
michaelis,was,astonished,1,1.931807205640877e-05
michaelis,was,worn,1,1.931807205640877e-05
michaelis,wasnt,even,1,1.931807205640877e-05
michaelis,went,home,1,1.931807205640877e-05
michaelis,who,ran,1,1.931807205640877e-05
michaeliss,testimony,at,1,1.931807205640877e-05
midas,and,morgan,1,1.931807205640877e-05
middle,<s>,<s>,1,1.931807205640877e-05
middle,aged,man,1,1.931807205640877e-05
middle,of,june,1,1.931807205640877e-05
middle,of,spring,1,1.931807205640877e-05
middle,of,the,1,1.931807205640877e-05
middle,thirties,and,1,1.931807205640877e-05
middle,west,<s>,1,1.931807205640877e-05
middle,west,now,1,1.931807205640877e-05
middle,westall,dead,1,1.931807205640877e-05
middle,westnot,the,1,1.931807205640877e-05
middle,years,<s>,1,1.931807205640877e-05
midnight,a,changing,1,1.931807205640877e-05
midnight,the,hilarity,1,1.931807205640877e-05
midnight,tom,buchanan,1,1.931807205640877e-05
midnight,while,his,1,1.931807205640877e-05
midnightwas,now,<s>,1,1.931807205640877e-05
midsummer,flowersbut,outside,1,1.931807205640877e-05
midsummer,i,<s>,1,1.931807205640877e-05
might,<s>,<s>,3,5.795421616922631e-05
might,be,<s>,1,1.931807205640877e-05
might,be,here,1,1.931807205640877e-05
might,be,his,1,1.931807205640877e-05
might,catch,him,1,1.931807205640877e-05
might,fool,me,1,1.931807205640877e-05
might,have,been,3,5.795421616922631e-05
might,have,bought,1,1.931807205640877e-05
might,have,despised,1,1.931807205640877e-05
might,have,found,1,1.931807205640877e-05
might,have,lasted,1,1.931807205640877e-05
might,have,loved,1,1.931807205640877e-05
might,have,seemed,1,1.931807205640877e-05
might,have,the,1,1.931807205640877e-05
might,once,have,1,1.931807205640877e-05
might,pick,up,1,1.931807205640877e-05
might,remain,in,1,1.931807205640877e-05
might,slip,from,1,1.931807205640877e-05
might,sober,me,1,1.931807205640877e-05
might,soon,be,1,1.931807205640877e-05
might,think,he,1,1.931807205640877e-05
might,want,to,1,1.931807205640877e-05
migration,known,as,1,1.931807205640877e-05
mile,,<s>,1,1.931807205640877e-05
mile,down,the,1,1.931807205640877e-05
mile,gap,on,1,1.931807205640877e-05
mile,of,her,1,1.931807205640877e-05
mile,so,as,1,1.931807205640877e-05
miles,<s>,<s>,1,1.931807205640877e-05
miles,an,<s>,1,1.931807205640877e-05
miles,away,<s>,1,1.931807205640877e-05
miles,from,the,1,1.931807205640877e-05
milk,all,<s>,1,1.931807205640877e-05
milk,of,wonder,1,1.931807205640877e-05
milk,spilled,from,1,1.931807205640877e-05
milk,to,which,1,1.931807205640877e-05
milky,<s>,<s>,1,1.931807205640877e-05
million,peoplewith,the,1,1.931807205640877e-05
millionaire,<s>,<s>,1,1.931807205640877e-05
millionairesall,for,eighty,1,1.931807205640877e-05
millions,<s>,<s>,1,1.931807205640877e-05
millions,but,he,1,1.931807205640877e-05
milwaukee,and,st,1,1.931807205640877e-05
mincing,shout,most,1,1.931807205640877e-05
mind,<s>,<s>,3,5.795421616922631e-05
mind,and,as,1,1.931807205640877e-05
mind,but,not,1,1.931807205640877e-05
mind,ever,since,1,1.931807205640877e-05
mind,i,followed,1,1.931807205640877e-05
mind,if,i,1,1.931807205640877e-05
mind,is,quick,1,1.931807205640877e-05
mind,of,god,1,1.931807205640877e-05
mind,would,never,1,1.931807205640877e-05
mindedness,and,,1,1.931807205640877e-05
mindedness,of,a,1,1.931807205640877e-05
mine,<s>,<s>,6,0.00011590843233845262
mine,and,suddenly,1,1.931807205640877e-05
mine,died,no,1,1.931807205640877e-05
mine,tom,buchanan,1,1.931807205640877e-05
mine,up,to,1,1.931807205640877e-05
mine,we,<s>,1,1.931807205640877e-05
minedo,you,<s>,1,1.931807205640877e-05
mineral,water,myrtle,1,1.931807205640877e-05
mingled,her,thick,1,1.931807205640877e-05
mingling,immediately,with,1,1.931807205640877e-05
minister,and,me,1,1.931807205640877e-05
minister,arrived,from,1,1.931807205640877e-05
minister,glanced,<s>,1,1.931807205640877e-05
ministering,to,it,1,1.931807205640877e-05
minnesota,<s>,<s>,2,3.863614411281754e-05
mint,,<s>,1,1.931807205640877e-05
mint,<s>,<s>,1,1.931807205640877e-05
mint,and,ice,1,1.931807205640877e-05
mint,julep,<s>,3,5.795421616922631e-05
minute,,<s>,1,1.931807205640877e-05
minute,,i,2,3.863614411281754e-05
minute,,snapped,1,1.931807205640877e-05
minute,<s>,<s>,9,0.00017386264850767892
minute,and,<s>,1,1.931807205640877e-05
minute,and,all,1,1.931807205640877e-05
minute,and,answer,1,1.931807205640877e-05
minute,and,asked,1,1.931807205640877e-05
minute,and,gave,1,1.931807205640877e-05
minute,and,it,1,1.931807205640877e-05
minute,and,its,1,1.931807205640877e-05
minute,and,then,2,3.863614411281754e-05
minute,before,i,1,1.931807205640877e-05
minute,but,<s>,1,1.931807205640877e-05
minute,by,minute,1,1.931807205640877e-05
minute,he,opened,1,1.931807205640877e-05
minute,he,was,1,1.931807205640877e-05
minute,i,wondered,1,1.931807205640877e-05
minute,lingeringly,before,1,1.931807205640877e-05
minute,shed,look,1,1.931807205640877e-05
minute,the,firm,1,1.931807205640877e-05
minute,there,wasnt,1,1.931807205640877e-05
minute,when,they,1,1.931807205640877e-05
minute,with,people,1,1.931807205640877e-05
minuteits,just,the,1,1.931807205640877e-05
minutes,<s>,<s>,3,5.795421616922631e-05
minutes,before,<s>,2,3.863614411281754e-05
minutes,i,was,1,1.931807205640877e-05
minutes,later,but,1,1.931807205640877e-05
minutes,longer,while,1,1.931807205640877e-05
minutes,on,the,1,1.931807205640877e-05
minutes,that,the,1,1.931807205640877e-05
minutes,to,four,1,1.931807205640877e-05
minutes,to,my,1,1.931807205640877e-05
minutes,when,somebody,1,1.931807205640877e-05
minutes,with,my,1,1.931807205640877e-05
mirror,<s>,<s>,1,1.931807205640877e-05
mirror,and,stood,1,1.931807205640877e-05
mirror,if,<s>,1,1.931807205640877e-05
mirrored,a,dozen,1,1.931807205640877e-05
mirrored,his,unbelief,1,1.931807205640877e-05
mischief,whatever,<s>,1,1.931807205640877e-05
misconceptions,away,<s>,1,1.931807205640877e-05
miserable,but,irresistible,1,1.931807205640877e-05
miserable,way,<s>,1,1.931807205640877e-05
miserably,as,if,1,1.931807205640877e-05
miserably,to,me,1,1.931807205640877e-05
miss,<s>,<s>,3,5.795421616922631e-05
miss,a,lot,1,1.931807205640877e-05
miss,baedeker,<s>,1,1.931807205640877e-05
miss,baedeker,violently,1,1.931807205640877e-05
miss,baedekers,defence,1,1.931807205640877e-05
miss,baker,,1,1.931807205640877e-05
miss,baker,<s>,4,7.727228822563508e-05
miss,baker,and,2,3.863614411281754e-05
miss,baker,but,1,1.931807205640877e-05
miss,baker,for,1,1.931807205640877e-05
miss,baker,from,1,1.931807205640877e-05
miss,baker,had,1,1.931807205640877e-05
miss,baker,has,1,1.931807205640877e-05
miss,baker,honestly,1,1.931807205640877e-05
miss,baker,leaned,1,1.931807205640877e-05
miss,baker,nodded,1,1.931807205640877e-05
miss,baker,said,1,1.931807205640877e-05
miss,baker,sat,1,1.931807205640877e-05
miss,baker,sitting,1,1.931807205640877e-05
miss,baker,talked,1,1.931807205640877e-05
miss,baker,to,1,1.931807205640877e-05
miss,baker,who,1,1.931807205640877e-05
miss,baker,wondering,1,1.931807205640877e-05
miss,baker,would,1,1.931807205640877e-05
miss,bakers,a,1,1.931807205640877e-05
miss,bakers,lips,1,1.931807205640877e-05
miss,claudia,hip,1,1.931807205640877e-05
miss,haag,,1,1.931807205640877e-05
miss,it,<s>,2,3.863614411281754e-05
miss,me,<s>,1,1.931807205640877e-05
miss,this,or,1,1.931807205640877e-05
missed,being,absurd,1,1.931807205640877e-05
missed,that,train,1,1.931807205640877e-05
missing,hours,<s>,1,1.931807205640877e-05
missing,something,if,1,1.931807205640877e-05
mist,through,which,1,1.931807205640877e-05
mist,we,could,1,1.931807205640877e-05
mistake,,he,1,1.931807205640877e-05
mistake,<s>,<s>,2,3.863614411281754e-05
mistake,but,in,1,1.931807205640877e-05
mistake,then,i,1,1.931807205640877e-05
mistake,too,,1,1.931807205640877e-05
mistaken,<s>,<s>,1,1.931807205640877e-05
mistress,<s>,<s>,1,1.931807205640877e-05
mistress,returned,to,1,1.931807205640877e-05
mistress,until,an,1,1.931807205640877e-05
misunderstanding,sent,him,1,1.931807205640877e-05
mixed,up,in,4,7.727228822563508e-05
mixed,with,an,1,1.931807205640877e-05
moan,<s>,<s>,1,1.931807205640877e-05
modelling,of,the,1,1.931807205640877e-05
moderate,supplies,over,1,1.931807205640877e-05
modern,world,<s>,1,1.931807205640877e-05
modesty,of,the,1,1.931807205640877e-05
modish,negroes,two,1,1.931807205640877e-05
molars,,he,1,1.931807205640877e-05
moment,<s>,<s>,14,0.0002704530087897228
moment,a,phrase,1,1.931807205640877e-05
moment,a,voice,1,1.931807205640877e-05
moment,about,some,1,1.931807205640877e-05
moment,and,as,1,1.931807205640877e-05
moment,and,got,1,1.931807205640877e-05
moment,and,then,2,3.863614411281754e-05
moment,and,told,1,1.931807205640877e-05
moment,as,he,1,1.931807205640877e-05
moment,but,he,1,1.931807205640877e-05
moment,but,of,1,1.931807205640877e-05
moment,by,moment,1,1.931807205640877e-05
moment,disappeared,among,1,1.931807205640877e-05
moment,he,looked,1,1.931807205640877e-05
moment,he,was,1,1.931807205640877e-05
moment,i,discovered,1,1.931807205640877e-05
moment,i,returned,1,1.931807205640877e-05
moment,i,suspected,1,1.931807205640877e-05
moment,i,telephoned,1,1.931807205640877e-05
moment,i,thought,2,3.863614411281754e-05
moment,i,was,1,1.931807205640877e-05
moment,in,silence,1,1.931807205640877e-05
moment,itself,<s>,1,1.931807205640877e-05
moment,later,she,1,1.931807205640877e-05
moment,like,the,1,1.931807205640877e-05
moment,longer,,1,1.931807205640877e-05
moment,longer,to,1,1.931807205640877e-05
moment,looking,up,1,1.931807205640877e-05
moment,man,must,1,1.931807205640877e-05
moment,meyer,wolfshiem,1,1.931807205640877e-05
moment,more,<s>,1,1.931807205640877e-05
moment,of,magical,1,1.931807205640877e-05
moment,of,silence,1,1.931807205640877e-05
moment,of,the,1,1.931807205640877e-05
moment,she,added,1,1.931807205640877e-05
moment,she,looked,1,1.931807205640877e-05
moment,that,<s>,3,5.795421616922631e-05
moment,that,it,1,1.931807205640877e-05
moment,the,<s>,1,1.931807205640877e-05
moment,the,centre,1,1.931807205640877e-05
moment,the,eyes,1,1.931807205640877e-05
moment,the,last,1,1.931807205640877e-05
moment,the,proprietor,1,1.931807205640877e-05
moment,the,set,1,1.931807205640877e-05
moment,the,thickish,1,1.931807205640877e-05
moment,there,before,1,1.931807205640877e-05
moment,to,shake,1,1.931807205640877e-05
moment,to,tilt,1,1.931807205640877e-05
moment,tom,got,1,1.931807205640877e-05
moment,up,and,1,1.931807205640877e-05
moment,when,mr,1,1.931807205640877e-05
moment,with,a,1,1.931807205640877e-05
moment,with,his,1,1.931807205640877e-05
momentarily,<s>,<s>,1,1.931807205640877e-05
momentarily,at,<s>,1,1.931807205640877e-05
momentarily,in,each,1,1.931807205640877e-05
momentary,hush,<s>,1,1.931807205640877e-05
momentary,interruption,and,1,1.931807205640877e-05
moments,<s>,<s>,1,1.931807205640877e-05
moments,even,that,1,1.931807205640877e-05
moments,of,night,1,1.931807205640877e-05
momentum,of,its,1,1.931807205640877e-05
monday,these,same,1,1.931807205640877e-05
mondays,eight,servants,1,1.931807205640877e-05
money,,he,1,1.931807205640877e-05
money,<s>,<s>,9,0.00017386264850767892
money,comes,from,1,1.931807205640877e-05
money,do,you,1,1.931807205640877e-05
money,for,all,1,1.931807205640877e-05
money,from,the,1,1.931807205640877e-05
money,in,the,1,1.931807205640877e-05
money,of,unquestionable,1,1.931807205640877e-05
money,old,<s>,1,1.931807205640877e-05
money,or,their,1,1.931807205640877e-05
money,that,bought,1,1.931807205640877e-05
money,to,katspaugh,1,1.931807205640877e-05
money,was,a,1,1.931807205640877e-05
moneya,legacy,of,1,1.931807205640877e-05
moneythat,<s>,<s>,1,1.931807205640877e-05
monkey,<s>,<s>,1,1.931807205640877e-05
monograms,of,<s>,1,1.931807205640877e-05
monopolizing,her,that,1,1.931807205640877e-05
monstrous,length,with,1,1.931807205640877e-05
montana,copper,that,1,1.931807205640877e-05
montauk,pointthe,gulls,1,1.931807205640877e-05
montauk,pointthe,sea,1,1.931807205640877e-05
monte,carlo,<s>,1,1.931807205640877e-05
monte,carlo,and,1,1.931807205640877e-05
montenegrin,people,<s>,1,1.931807205640877e-05
montenegro,<s>,<s>,2,3.863614411281754e-05
montenegro,down,on,1,1.931807205640877e-05
montenegro,little,montenegro,1,1.931807205640877e-05
montenegro,nicolas,rex,1,1.931807205640877e-05
montenegros,troubled,history,1,1.931807205640877e-05
montenegros,warm,little,1,1.931807205640877e-05
month,<s>,<s>,1,1.931807205640877e-05
month,ago,<s>,2,3.863614411281754e-05
month,and,<s>,1,1.931807205640877e-05
month,but,at,1,1.931807205640877e-05
month,of,love,1,1.931807205640877e-05
month,over,in,1,1.931807205640877e-05
months,<s>,<s>,2,3.863614411281754e-05
months,ago,his,1,1.931807205640877e-05
months,before,,1,1.931807205640877e-05
months,before,<s>,1,1.931807205640877e-05
months,before,i,1,1.931807205640877e-05
months,or,the,1,1.931807205640877e-05
months,trip,to,1,1.931807205640877e-05
montreal,<s>,<s>,1,1.931807205640877e-05
moon,<s>,<s>,4,7.727228822563508e-05
moon,had,risen,1,1.931807205640877e-05
moon,produced,like,1,1.931807205640877e-05
moon,rose,higher,1,1.931807205640877e-05
moon,soaked,with,1,1.931807205640877e-05
moon,was,shining,1,1.931807205640877e-05
moonlight,<s>,<s>,1,1.931807205640877e-05
moonlight,and,i,1,1.931807205640877e-05
moonlight,and,turning,1,1.931807205640877e-05
moonlight,between,<s>,1,1.931807205640877e-05
moonlight,gravel,to,1,1.931807205640877e-05
moonlightwatching,over,nothing,1,1.931807205640877e-05
mops,and,scrubbing,1,1.931807205640877e-05
moral,attention,forever,1,1.931807205640877e-05
morbid,,jordan,1,1.931807205640877e-05
morbid,george,,1,1.931807205640877e-05
more,,<s>,3,5.795421616922631e-05
more,<s>,<s>,17,0.0003284072249589491
more,acute,than,1,1.931807205640877e-05
more,and,more,1,1.931807205640877e-05
more,and,the,1,1.931807205640877e-05
more,at,them,1,1.931807205640877e-05
more,attention,<s>,1,1.931807205640877e-05
more,beautiful,and,1,1.931807205640877e-05
more,but,only,1,1.931807205640877e-05
more,but,weve,1,1.931807205640877e-05
more,charming,<s>,1,1.931807205640877e-05
more,cheerful,carriages,1,1.931807205640877e-05
more,confidently,<s>,1,1.931807205640877e-05
more,correct,as,1,1.931807205640877e-05
more,crazy,about,1,1.931807205640877e-05
more,discreet,to,1,1.931807205640877e-05
more,dogs,with,1,1.931807205640877e-05
more,elaborate,than,1,1.931807205640877e-05
more,even,then,1,1.931807205640877e-05
more,familiarity,<s>,1,1.931807205640877e-05
more,fantastic,<s>,1,1.931807205640877e-05
more,for,gatsby,1,1.931807205640877e-05
more,i,love,1,1.931807205640877e-05
more,ice,and,1,1.931807205640877e-05
more,interesting,than,1,1.931807205640877e-05
more,it,was,1,1.931807205640877e-05
more,mysterious,and,1,1.931807205640877e-05
more,of,a,1,1.931807205640877e-05
more,of,an,1,1.931807205640877e-05
more,of,tom,1,1.931807205640877e-05
more,police,and,1,1.931807205640877e-05
more,pomp,and,1,1.931807205640877e-05
more,practical,measures,1,1.931807205640877e-05
more,profoundly,one,1,1.931807205640877e-05
more,quiet,<s>,1,1.931807205640877e-05
