term_str,term_id,n,num,stop,stem_porter,stem_snowball,stem_lancaster,pos_max,dpidp,dfidf
irregular,2921,1,0,0,irregular,irregular,irregul,JJ,0.3522138890491458,3.169925001442312
irregularity,2922,1,0,0,irregular,irregular,irregul,NN,0.3522138890491458,3.169925001442312
irregularly,2923,1,0,0,irregularli,irregular,irregul,RB,0.3522138890491458,3.169925001442312
irrelevant,2924,1,0,0,irrelev,irrelev,irrelev,JJ,0.3522138890491458,3.169925001442312
irrelevantly,2925,1,0,0,irrelevantli,irrelev,irrelev,RB,0.3522138890491458,3.169925001442312
irresistible,2926,3,0,0,irresist,irresist,irresist,JJ,0.5283208335737186,4.754887502163468
irresistibly,2927,1,0,0,irresist,irresist,irresist,RB,0.3522138890491458,3.169925001442312
irritable,2928,1,0,0,irrit,irrit,irrit,JJ,0.3522138890491458,3.169925001442312
is,2929,104,0,1,is,is,is,VBZ,0.0,0.0
island,2930,18,0,0,island,island,island,NNP,0.0,0.0
isles,2931,1,0,0,isl,isl,isl,NNS,0.3522138890491458,3.169925001442312
ismays,2932,1,0,0,ismay,ismay,ismay,NNP,0.3522138890491458,3.169925001442312
isn,2933,14,0,1,isn,isn,isn,JJ,0.1510444457264999,1.359400011538499
isolated,2934,2,0,0,isol,isol,isol,JJ,0.48220555587606934,4.339850002884624
isolation,2935,1,0,0,isol,isol,isol,NN,0.3522138890491458,3.169925001442312
issue,2936,1,0,0,issu,issu,issu,NN,0.3522138890491458,3.169925001442312
issued,2937,2,0,0,issu,issu,issu,VBD,0.48220555587606934,4.339850002884624
isthe,2938,1,0,0,isth,isth,isth,JJ,0.3522138890491458,3.169925001442312
it,2939,584,0,1,it,it,it,PRP,0.0,0.0
italian,2940,3,0,0,italian,italian,it,JJ,0.5283208335737186,4.754887502163468
itand,2941,1,0,0,itand,itand,itand,NN,0.3522138890491458,3.169925001442312
itbut,2942,1,0,0,itbut,itbut,itbut,NN,0.3522138890491458,3.169925001442312
item,2943,1,0,0,item,item,item,NN,0.3522138890491458,3.169925001442312
ithe,2944,1,0,0,ith,ith,ith,NN,0.3522138890491458,3.169925001442312
iti,2945,2,0,0,iti,iti,it,NN,0.48220555587606934,4.339850002884624
itindeed,2946,1,0,0,itinde,itinde,itindee,NN,0.3522138890491458,3.169925001442312
itit,2947,1,0,0,itit,itit,itit,NN,0.3522138890491458,3.169925001442312
itoverripe,2948,1,0,0,itoverrip,itoverrip,itoverrip,NN,0.3522138890491458,3.169925001442312
its,2949,39,0,1,it,it,it,PRP$,0.0,0.0
itself,2950,18,0,1,itself,itself,itself,PRP,0.1510444457264999,1.359400011538499
itsigned,2951,1,0,0,itsign,itsign,itsign,JJ,0.3522138890491458,3.169925001442312
itto,2952,1,0,0,itto,itto,itto,IN,0.3522138890491458,3.169925001442312
ivory,2953,1,0,0,ivori,ivori,iv,NN,0.3522138890491458,3.169925001442312
ivy,2954,1,0,0,ivi,ivi,ivy,NN,0.3522138890491458,3.169925001442312
j,2955,6,0,0,j,j,j,NNP,0.5199666673076944,4.6797000057692495
jackson,2956,1,0,0,jackson,jackson,jackson,NNP,0.3522138890491458,3.169925001442312
jail,2957,2,0,0,jail,jail,jail,NN,0.48220555587606934,4.339850002884624
jailor,2958,1,0,0,jailor,jailor,jail,NN,0.3522138890491458,3.169925001442312
james,2959,6,0,0,jame,jame,jam,NNP,0.5283208335737186,4.754887502163468
janitor,2960,2,0,0,janitor,janitor,janit,NN,0.48220555587606934,4.339850002884624
jauntily,2961,2,0,0,jauntili,jauntili,jaunty,NN,0.48220555587606934,4.339850002884624
jauntiness,2962,1,0,0,jaunti,jaunti,jaunty,NN,0.3522138890491458,3.169925001442312
jaunty,2963,2,0,0,jaunti,jaunti,jaunty,JJ,0.3522138890491458,3.169925001442312
jay,2964,12,0,0,jay,jay,jay,NNP,0.3899750004807708,3.5097750043269373
jazz,2965,4,0,0,jazz,jazz,jazz,NN,0.48220555587606934,4.339850002884624
jealous,2966,1,0,0,jealou,jealous,jeal,JJ,0.3522138890491458,3.169925001442312
jerk,2967,3,0,0,jerk,jerk,jerk,NN,0.48220555587606934,4.339850002884624
jersey,2968,4,0,0,jersey,jersey,jersey,NNP,0.5283208335737186,4.754887502163468
jew,2969,1,0,0,jew,jew,jew,NNP,0.3522138890491458,3.169925001442312
jewellery,2970,2,0,0,jewelleri,jewelleri,jewellery,NN,0.3522138890491458,3.169925001442312
jewels,2971,2,0,0,jewel,jewel,jewel,NNS,0.48220555587606934,4.339850002884624
jewess,2972,1,0,0,jewess,jewess,jewess,NN,0.3522138890491458,3.169925001442312
jewett,2973,1,0,0,jewett,jewett,jewet,NNP,0.3522138890491458,3.169925001442312
jimmy,2974,5,0,0,jimmi,jimmi,jimmy,NNP,0.3522138890491458,3.169925001442312
jingle,2975,1,0,0,jingl,jingl,jingl,NN,0.3522138890491458,3.169925001442312
jingled,2976,1,0,0,jingl,jingl,jingl,VBN,0.3522138890491458,3.169925001442312
job,2977,1,0,0,job,job,job,NN,0.3522138890491458,3.169925001442312
john,2978,1,0,0,john,john,john,NNP,0.3522138890491458,3.169925001442312
join,2979,3,0,0,join,join,join,VB,0.48220555587606934,4.339850002884624
joined,2980,2,0,0,join,join,join,VBD,0.3522138890491458,3.169925001442312
joins,2981,1,0,0,join,join,join,VBZ,0.3522138890491458,3.169925001442312
joint,2982,1,0,0,joint,joint,joint,NN,0.3522138890491458,3.169925001442312
jokes,2983,1,0,0,joke,joke,jok,NNS,0.3522138890491458,3.169925001442312
jongs,2984,1,0,0,jong,jong,jong,NNP,0.3522138890491458,3.169925001442312
jonquils,2985,1,0,0,jonquil,jonquil,jonquil,NNS,0.3522138890491458,3.169925001442312
jordan,2986,72,0,0,jordan,jordan,jord,NNP,0.28199895063255076,2.5379905556929585
jordanconstrained,2987,1,0,0,jordanconstrain,jordanconstrain,jordanconstrain,VBN,0.3522138890491458,3.169925001442312
journal,2988,1,0,0,journal,journal,journ,NNP,0.3522138890491458,3.169925001442312
journalism,2989,1,0,0,journal,journal,journ,NN,0.3522138890491458,3.169925001442312
journey,2990,1,0,0,journey,journey,journey,NN,0.3522138890491458,3.169925001442312
jovial,2991,1,0,0,jovial,jovial,jov,NN,0.3522138890491458,3.169925001442312
jovially,2992,1,0,0,jovial,jovial,jov,RB,0.3522138890491458,3.169925001442312
joy,2993,2,0,0,joy,joy,joy,NN,0.3522138890491458,3.169925001442312
joyous,2994,1,0,0,joyou,joyous,joy,JJ,0.3522138890491458,3.169925001442312
judgements,2995,2,0,0,judgement,judgement,judg,NNS,0.3522138890491458,3.169925001442312
judging,2996,1,0,0,judg,judg,judg,VBG,0.3522138890491458,3.169925001442312
judy,2997,1,0,0,judi,judi,judy,NNP,0.3522138890491458,3.169925001442312
jugjugspat,2998,1,0,0,jugjugspat,jugjugspat,jugjugsp,NN,0.3522138890491458,3.169925001442312
juice,2999,1,0,0,juic,juic,juic,NN,0.3522138890491458,3.169925001442312
julep,3000,3,0,0,julep,julep,julep,NN,0.3522138890491458,3.169925001442312
july,3001,4,0,0,juli,juli,july,NNP,0.5283208335737186,4.754887502163468
jumped,3002,7,0,0,jump,jump,jump,VBD,0.5199666673076944,4.6797000057692495
jumping,3003,2,0,0,jump,jump,jump,NN,0.48220555587606934,4.339850002884624
june,3004,8,0,0,june,june,jun,NNP,0.5283208335737186,4.754887502163468
just,3005,100,0,1,just,just,just,RB,0.0,0.0
justified,3006,1,0,0,justifi,justifi,just,VBN,0.3522138890491458,3.169925001442312
justwhat,3007,1,0,0,justwhat,justwhat,justwh,WDT,0.3522138890491458,3.169925001442312
jut,3008,2,0,0,jut,jut,jut,NN,0.48220555587606934,4.339850002884624
juxtaposition,3009,1,0,0,juxtaposit,juxtaposit,juxtaposit,NN,0.3522138890491458,3.169925001442312
kaiser,3010,1,0,0,kaiser,kaiser,kais,NNP,0.3522138890491458,3.169925001442312
kant,3011,1,0,0,kant,kant,kant,NNP,0.3522138890491458,3.169925001442312
kapiolani,3012,1,0,0,kapiolani,kapiolani,kapiolan,NNP,0.3522138890491458,3.169925001442312
katspaugh,3013,2,0,0,katspaugh,katspaugh,katspaugh,NNP,0.3522138890491458,3.169925001442312
kaye,3014,3,0,0,kay,kay,kay,NNP,0.3522138890491458,3.169925001442312
keenly,3015,3,0,0,keenli,keen,keen,RB,0.48220555587606934,4.339850002884624
keep,3016,11,0,0,keep,keep,keep,VB,0.3899750004807708,3.5097750043269373
keeping,3017,3,0,0,keep,keep,keep,VBG,0.5283208335737186,4.754887502163468
kellehers,3018,1,0,0,kelleh,kelleh,kelleh,NNP,0.3522138890491458,3.169925001442312
kept,3019,11,0,0,kept,kept,kept,VBD,0.4711093925305277,4.23998453277475
kerb,3020,1,0,0,kerb,kerb,kerb,NN,0.3522138890491458,3.169925001442312
key,3021,3,0,0,key,key,key,NN,0.48220555587606934,4.339850002884624
keys,3022,1,0,0,key,key,key,NNS,0.3522138890491458,3.169925001442312
kicking,3023,1,0,0,kick,kick,kick,VBG,0.3522138890491458,3.169925001442312
kidding,3024,1,0,0,kid,kid,kid,VBG,0.3522138890491458,3.169925001442312
kike,3025,1,0,0,kike,kike,kik,NN,0.3522138890491458,3.169925001442312
kill,3026,1,0,0,kill,kill,kil,VB,0.3522138890491458,3.169925001442312
killed,3027,12,0,0,kill,kill,kil,VBD,0.4711093925305277,4.23998453277475
kind,3028,10,0,0,kind,kind,kind,NN,0.4711093925305277,4.23998453277475
kindly,3029,2,0,0,kindli,kind,kind,RB,0.48220555587606934,4.339850002884624
kinds,3030,2,0,0,kind,kind,kind,NNS,0.48220555587606934,4.339850002884624
king,3031,1,0,0,king,king,king,NN,0.3522138890491458,3.169925001442312
kiss,3032,3,0,0,kiss,kiss,kiss,NN,0.48220555587606934,4.339850002884624
kissed,3033,6,0,0,kiss,kiss,kiss,VBD,0.5199666673076944,4.6797000057692495
kissing,3034,1,0,0,kiss,kiss,kiss,VBG,0.3522138890491458,3.169925001442312
kissmeatthegate,3035,1,0,0,kissmeattheg,kissmeattheg,kissmeattheg,NN,0.3522138890491458,3.169925001442312
kitchen,3036,9,0,0,kitchen,kitchen,kitch,NN,0.5199666673076944,4.6797000057692495
klipspringer,3037,7,0,0,klipspring,klipspring,klipspr,NNP,0.5283208335737186,4.754887502163468
knee,3038,3,0,0,knee,knee,kne,NN,0.5283208335737186,4.754887502163468
knees,3039,1,0,0,knee,knee,kne,NNS,0.3522138890491458,3.169925001442312
knelt,3040,1,0,0,knelt,knelt,knelt,VB,0.3522138890491458,3.169925001442312
knew,3041,54,0,0,knew,knew,knew,VBD,0.0,0.0
knickerbockers,3042,1,0,0,knickerbock,knickerbock,knickerbock,NNS,0.3522138890491458,3.169925001442312
knobs,3043,1,0,0,knob,knob,knob,VB,0.3522138890491458,3.169925001442312
knock,3044,1,0,0,knock,knock,knock,NN,0.3522138890491458,3.169925001442312
knocked,3045,2,0,0,knock,knock,knock,VBN,0.48220555587606934,4.339850002884624
knocking,3046,1,0,0,knock,knock,knock,NN,0.3522138890491458,3.169925001442312
knotted,3047,1,0,0,knot,knot,knot,VBD,0.3522138890491458,3.169925001442312
know,3048,97,0,0,know,know,know,VBP,0.0,0.0
knowing,3049,2,0,0,know,know,know,VBG,0.48220555587606934,4.339850002884624
knowledge,3050,1,0,0,knowledg,knowledg,knowledg,NN,0.3522138890491458,3.169925001442312
knowlock,3051,1,0,0,knowlock,knowlock,knowlock,VBP,0.3522138890491458,3.169925001442312
known,3052,12,0,0,known,known,known,VBN,0.28199895063255076,2.5379905556929585
knows,3053,5,0,0,know,know,know,VBZ,0.5199666673076944,4.6797000057692495
knowthough,3054,1,0,0,knowthough,knowthough,knowthough,NN,0.3522138890491458,3.169925001442312
knuckle,3055,1,0,0,knuckl,knuckl,knuckl,NN,0.3522138890491458,3.169925001442312
l,3056,1,0,0,l,l,l,NNP,0.3522138890491458,3.169925001442312
labyrinth,3057,1,0,0,labyrinth,labyrinth,labyrin,NN,0.3522138890491458,3.169925001442312
lacing,3058,1,0,0,lace,lace,lac,NN,0.3522138890491458,3.169925001442312
ladder,3059,1,0,0,ladder,ladder,lad,NN,0.3522138890491458,3.169925001442312
laden,3060,2,0,0,laden,laden,lad,NN,0.48220555587606934,4.339850002884624
ladies,3061,4,0,0,ladi,ladi,lady,NNS,0.5283208335737186,4.754887502163468
lady,3062,8,0,0,ladi,ladi,lady,NN,0.5199666673076944,4.6797000057692495
laid,3063,1,0,0,laid,laid,laid,JJ,0.3522138890491458,3.169925001442312
lake,3064,4,0,0,lake,lake,lak,NNP,0.48220555587606934,4.339850002884624
lamp,3065,1,0,0,lamp,lamp,lamp,NN,0.3522138890491458,3.169925001442312
lamplight,3066,1,0,0,lamplight,lamplight,lamplight,NN,0.3522138890491458,3.169925001442312
lamps,3067,1,0,0,lamp,lamp,lamp,NNS,0.3522138890491458,3.169925001442312
land,3068,4,0,0,land,land,land,NN,0.48220555587606934,4.339850002884624
lane,3069,1,0,0,lane,lane,lan,NN,0.3522138890491458,3.169925001442312
lanes,3070,1,0,0,lane,lane,lan,NNS,0.3522138890491458,3.169925001442312
languid,3071,1,0,0,languid,languid,languid,JJ,0.3522138890491458,3.169925001442312
languidly,3072,1,0,0,languidli,languid,languid,RB,0.3522138890491458,3.169925001442312
lap,3073,5,0,0,lap,lap,lap,NN,0.5283208335737186,4.754887502163468
lapped,3074,1,0,0,lap,lap,lap,VBD,0.3522138890491458,3.169925001442312
lapsed,3075,2,0,0,laps,laps,laps,VBN,0.48220555587606934,4.339850002884624
large,3076,11,0,0,larg,larg,larg,JJ,0.4711093925305277,4.23998453277475
largest,3077,2,0,0,largest,largest,largest,JJS,0.3522138890491458,3.169925001442312
last,3078,45,0,0,last,last,last,JJ,0.1510444457264999,1.359400011538499
lasted,3079,2,0,0,last,last,last,VBD,0.3522138890491458,3.169925001442312
late,3080,13,0,0,late,late,lat,JJ,0.1510444457264999,1.359400011538499
lately,3081,1,0,0,late,late,lat,RB,0.3522138890491458,3.169925001442312
later,3082,25,0,0,later,later,lat,RB,0.0,0.0
latest,3083,2,0,0,latest,latest,latest,JJS,0.48220555587606934,4.339850002884624
lather,3084,2,0,0,lather,lather,lath,NN,0.3522138890491458,3.169925001442312
latter,3085,1,0,0,latter,latter,lat,NN,0.3522138890491458,3.169925001442312
laudable,3086,1,0,0,laudabl,laudabl,laud,JJ,0.3522138890491458,3.169925001442312
laugh,3087,9,0,0,laugh,laugh,laugh,NN,0.4711093925305277,4.23998453277475
laughed,3088,15,0,0,laugh,laugh,laugh,VBD,0.3899750004807708,3.5097750043269373
laughing,3089,1,0,0,laugh,laugh,laugh,VBG,0.3522138890491458,3.169925001442312
laughter,3090,13,0,0,laughter,laughter,laught,NN,0.3899750004807708,3.5097750043269373
laundered,3091,1,0,0,launder,launder,laund,VBN,0.3522138890491458,3.169925001442312
laundry,3092,1,0,0,laundri,laundri,laundry,NN,0.3522138890491458,3.169925001442312
lavender,3093,5,0,0,lavend,lavend,lavend,NN,0.5283208335737186,4.754887502163468
lavendercoloured,3094,1,0,0,lavendercolour,lavendercolour,lavendercolo,JJ,0.3522138890491458,3.169925001442312
lavish,3095,1,0,0,lavish,lavish,lav,JJ,0.3522138890491458,3.169925001442312
lawn,3096,22,0,0,lawn,lawn,lawn,NN,0.28199895063255076,2.5379905556929585
lawnmower,3097,1,0,0,lawnmow,lawnmow,lawnmow,NN,0.3522138890491458,3.169925001442312
lawns,3098,4,0,0,lawn,lawn,lawn,NNS,0.48220555587606934,4.339850002884624
laws,3099,1,0,0,law,law,law,NNS,0.3522138890491458,3.169925001442312
lay,3100,13,0,0,lay,lay,lay,VBD,0.4711093925305277,4.23998453277475
layers,3101,1,0,0,layer,layer,lay,NNS,0.3522138890491458,3.169925001442312
lazily,3102,1,0,0,lazili,lazili,lazy,RB,0.3522138890491458,3.169925001442312
leaden,3103,1,0,0,leaden,leaden,lead,JJ,0.3522138890491458,3.169925001442312
leader,3104,2,0,0,leader,leader,lead,NN,0.3522138890491458,3.169925001442312
leading,3105,1,0,0,lead,lead,lead,VBG,0.3522138890491458,3.169925001442312
leaf,3106,1,0,0,leaf,leaf,leaf,NN,0.3522138890491458,3.169925001442312
leaked,3107,1,0,0,leak,leak,leak,VBD,0.3522138890491458,3.169925001442312
leaking,3108,2,0,0,leak,leak,leak,NN,0.48220555587606934,4.339850002884624
lean,3109,1,0,0,lean,lean,lean,JJ,0.3522138890491458,3.169925001442312
leaned,3110,15,0,0,lean,lean,lean,VBD,0.28199895063255076,2.5379905556929585
leaning,3111,6,0,0,lean,lean,lean,VBG,0.3899750004807708,3.5097750043269373
learn,3112,2,0,0,learn,learn,learn,VB,0.48220555587606934,4.339850002884624
learned,3113,1,0,0,learn,learn,learn,VBN,0.3522138890491458,3.169925001442312
leash,3114,1,0,0,leash,leash,leash,NN,0.3522138890491458,3.169925001442312
least,3115,15,0,0,least,least,least,JJS,0.3899750004807708,3.5097750043269373
leather,3116,5,0,0,leather,leather,leath,NN,0.4711093925305277,4.23998453277475
leave,3117,12,0,0,leav,leav,leav,VB,0.3899750004807708,3.5097750043269373
leaves,3118,8,0,0,leav,leav,leav,NNS,0.4711093925305277,4.23998453277475
leaving,3119,13,0,0,leav,leav,leav,VBG,0.28199895063255076,2.5379905556929585
lectures,3120,1,0,0,lectur,lectur,lect,NNP,0.3522138890491458,3.169925001442312
led,3121,1,0,0,led,led,led,VBN,0.3522138890491458,3.169925001442312
leeches,3122,1,0,0,leech,leech,leech,NNP,0.3522138890491458,3.169925001442312
left,3123,40,0,0,left,left,left,VBD,0.1510444457264999,1.359400011538499
leftthe,3124,1,0,0,leftth,leftth,leftth,VBP,0.3522138890491458,3.169925001442312
leg,3125,2,0,0,leg,leg,leg,NN,0.48220555587606934,4.339850002884624
legacy,3126,1,0,0,legaci,legaci,leg,NN,0.3522138890491458,3.169925001442312
legal,3127,1,0,0,legal,legal,leg,JJ,0.3522138890491458,3.169925001442312
legally,3128,1,0,0,legal,legal,leg,RB,0.3522138890491458,3.169925001442312
legend,3129,1,0,0,legend,legend,legend,NN,0.3522138890491458,3.169925001442312
legends,3130,1,0,0,legend,legend,legend,NNS,0.3522138890491458,3.169925001442312
legion,3131,2,0,0,legion,legion,leg,NNP,0.48220555587606934,4.339850002884624
legros,3132,1,0,0,legro,legro,legro,NNP,0.3522138890491458,3.169925001442312
legs,3133,2,0,0,leg,leg,leg,NNS,0.48220555587606934,4.339850002884624
leisurely,3134,1,0,0,leisur,leisur,leis,NN,0.3522138890491458,3.169925001442312
lem,3135,1,0,0,lem,lem,lem,IN,0.3522138890491458,3.169925001442312
lemon,3136,1,0,0,lemon,lemon,lemon,NN,0.3522138890491458,3.169925001442312
lemonade,3137,1,0,0,lemonad,lemonad,lemonad,NN,0.3522138890491458,3.169925001442312
lemons,3138,3,0,0,lemon,lemon,lemon,NNS,0.48220555587606934,4.339850002884624
length,3139,3,0,0,length,length,leng,NN,0.5283208335737186,4.754887502163468
less,3140,12,0,0,less,less,less,JJR,0.4711093925305277,4.23998453277475
lesser,3141,1,0,0,lesser,lesser,less,JJR,0.3522138890491458,3.169925001442312
lester,3142,1,0,0,lester,lester,lest,NNP,0.3522138890491458,3.169925001442312
let,3143,38,0,0,let,let,let,VB,0.0,0.0
lethargic,3144,1,0,0,letharg,letharg,letharg,JJ,0.3522138890491458,3.169925001442312
letter,3145,7,0,0,letter,letter,let,NN,0.5199666673076944,4.6797000057692495
letters,3146,2,0,0,letter,letter,let,NNS,0.48220555587606934,4.339850002884624
letting,3147,1,0,0,let,let,let,VBG,0.3522138890491458,3.169925001442312
level,3148,2,0,0,level,level,level,NN,0.3522138890491458,3.169925001442312
lever,3149,1,0,0,lever,lever,lev,NN,0.3522138890491458,3.169925001442312
leveragea,3150,1,0,0,leveragea,leveragea,leverage,NN,0.3522138890491458,3.169925001442312
levity,3151,1,0,0,leviti,leviti,lev,NN,0.3522138890491458,3.169925001442312
lewis,3152,1,0,0,lewi,lewi,lew,NNP,0.3522138890491458,3.169925001442312
liable,3153,2,0,0,liabl,liabl,liabl,JJ,0.48220555587606934,4.339850002884624
libel,3154,1,0,0,libel,libel,libel,NN,0.3522138890491458,3.169925001442312
libertine,3155,1,0,0,libertin,libertin,libertin,NN,0.3522138890491458,3.169925001442312
library,3156,10,0,0,librari,librari,libr,NN,0.5199666673076944,4.6797000057692495
lick,3157,1,0,0,lick,lick,lick,VB,0.3522138890491458,3.169925001442312
lie,3158,5,0,0,lie,lie,lie,NN,0.5199666673076944,4.6797000057692495
lied,3159,2,0,0,lie,lie,lied,VBD,0.48220555587606934,4.339850002884624
lies,3160,1,0,0,lie,lie,lie,VBZ,0.3522138890491458,3.169925001442312
lieutenant,3161,2,0,0,lieuten,lieuten,lieut,NN,0.3522138890491458,3.169925001442312
life,3162,29,0,0,life,life,lif,NN,0.0,0.0
lifted,3163,5,0,0,lift,lift,lift,VBD,0.5199666673076944,4.6797000057692495
lifting,3164,1,0,0,lift,lift,lift,VBG,0.3522138890491458,3.169925001442312
light,3165,42,0,0,light,light,light,NN,0.0,0.0
lighted,3166,3,0,0,light,light,light,JJ,0.5283208335737186,4.754887502163468
lightheaded,3167,1,0,0,lighthead,lighthead,lighthead,JJ,0.3522138890491458,3.169925001442312
lightly,3168,3,0,0,lightli,light,light,RB,0.48220555587606934,4.339850002884624
lights,3169,11,0,0,light,light,light,NNS,0.4711093925305277,4.23998453277475
like,3170,120,0,0,like,like,lik,IN,0.0,0.0
liked,3171,5,0,0,like,like,lik,VBD,0.5283208335737186,4.754887502163468
likedand,3172,1,0,0,likedand,likedand,likedand,VBP,0.3522138890491458,3.169925001442312
likely,3173,4,0,0,like,like,lik,JJ,0.5283208335737186,4.754887502163468
lilactrees,3174,1,0,0,lilactre,lilactre,lilact,VBZ,0.3522138890491458,3.169925001442312
lillythey,3175,1,0,0,lillythey,lillythey,lillythey,NNP,0.3522138890491458,3.169925001442312
limit,3176,2,0,0,limit,limit,limit,NN,0.48220555587606934,4.339850002884624
limited,3177,3,0,0,limit,limit,limit,JJ,0.48220555587606934,4.339850002884624
